	ArticleNo	RawParagraph	Prediction
1985	31.0	"2. Είναι άμεσος σύμβουλος του διευθυντή προσωπικού και διοικητικής μέριμνας της σχολής για θέματα 
που αφορούν στην υγειονομική υποστήριξη, την οποία 
εκτελεί σύμφωνα με τους ισχύοντες κανονισμούς, τις 
τεχνικές οδηγίες των διευθύνσεων υγειονομικού προϊστάμενων κλιμακίων, τις διαταγές αυτών και της διοικήσεως της σχολής."	Org
1986	31.0	"3. Μεριμνά για την υγιεινή διατροφή όλου του προσωπικού της σχολής και για το σκοπό αυτό παρακολουθεί 
στενά το διαιτολόγιο και το συσσίτιο τόσο των σπουδαστών όσο και των στελεχών."	Org
1987	31.0	"4. Ευθύνεται για την εξασφάλιση της σωματικής και 
ψυχικής υγείας του προσωπικού της σχολής, ενεργώντας σύμφωνα με τις ισχύουσες διατάξεις περί υγειονομικής περίθαλψης, βοηθούμενος στο έργο του από τη 
διμοιρία υγειονομικού του λόχου διοικήσεως της ΣΜΥ."	Org
1988	31.0	"Για το σκοπό αυτό εκτελεί τις παρακάτω περιοδικές 
υγειονομικές εξετάσεις:"	Irrelevant
1989	31.0	"α. Με την έναρξη του νέου ακαδημαϊκού έτους ετήσια 
ιατρική εξέταση των σπουδαστών δευτέρου (2"	Org
1990	31.0	"ου) έτους, 
για την παρακολούθηση της σωματικής τους υγείας."	RespA
1991	31.0	"β. Με την κατάταξη των πρωτοετών σπουδαστών γενική ιατρική εξέταση, για την εξακρίβωση της σωματικής 
τους υγείας."	Org
1992	31.0	"γ. Με το τέλος κάθε εκπαιδευτικού εξαμήνου και προ 
της εξέτασης των σπουδαστών στη σωματική αγωγή 
γενική ιατρική εξέταση και λήψη σωματομετρικών στοιχείων, για την παρακολούθηση της σωματικής ικανότητας των σπουδαστών."	Org
1993	31.0	5. Χειρίζεται τα θέματα δαπανών υγειονομικής περίθαλψης και έκδοσης βιβλιαρίων νοσηλείας του προσωπικού.	Org
1994	31.0	"6. Είναι δυνατόν να του ανατεθούν καθήκοντα εκπαιδευτή, ανάλογα με τις εκπαιδευτικές ανάγκες της 
σχολής σε θέματα της αρμοδιότητάς του."	Org
1995	32.0	"Τμήμα Προμηθειών
Τμηματάρχης Οικονομικός Σύμβουλος
1. Καθήκοντα τμηματάρχου προμηθειών, ανατίθενται 
σε κατώτερο αξιωματικό (οικονομικού). Σε περίπτωση 
μη τοποθέτησης αξιωματικού (οικονομικού), ουδεμία 
διαφοροποίηση επέρχεται, καθόσον τα καθήκοντα του 
τμηματάρχη προμηθειών, θα ανατίθενται σε αντίστοιχο 
αξιωματικό (οιουδήποτε όπλου ή σώματ"	Org
1996	32.0	"ος). Για οποιοδήποτε θέμα αρμοδιότητάς του, θα ζητείται η γνώμη της 
διεύθυνσης οικονομικού του προϊσταμένου κλιμακίου."	Irrelevant
1997	32.0	"2. Είναι υπεύθυνος για τον έγκαιρο προγραμματισμό, 
εξεύρεση των απαιτουμένων πόρων και διαχείριση των 
διατιθέμενων πιστώσεων προς ικανοποίηση των αναγκών της σχολής, σύμφωνα και με τις υποβαλλόμενες 
αναφορές και αιτήσεις του λόχου διοικήσεως της ΣΜΥ 
και τις κατευθύνσεις της διοίκησης και του διευθυντή 
προσωπικού και διοικητικής μέριμνας."	Org
1998	32.0	"3. Προγραμματίζει έγκαιρα όλους τους διενεργούμενους δημόσιους διαγωνισμούς της σχολής, που απαιτούνται σύμφωνα με τα χρηματικά όρια των πιστώσεων 
που διατίθενται (προμήθειες, αμοιβές, εκτέλεση έργ"	Org
1999	32.0	"ων), 
διακινεί τη σχετική αλληλογραφία για την έγκριση αυτών και προβαίνει στη σύναψη των απαιτουμένων συμβάσεων."	RespA
2000	32.0	"4. Τηρεί βιβλίο δαπανών και παρακολουθεί την πορεία 
των διατιθέμενων πιστώσεων, φροντίζοντας για τον 
έγκαιρο και εντός των χρονικών ορίων καταλογισμό 
τους, σύμφωνα με τις ισχύουσες διατάξεις."	Org
2001	32.0	"5. Ενεργεί για την έγκριση των δαπανών σε βάρος 
πόρων του κέντρου ψυχαγωγίας της σχολής, σύμφωνα 
με τις ισχύουσες διατάξεις."	Org
2002	32.0	"6. Ελέγχει την έγκαιρη εκτέλεση από το λόχο διοικήσεως της ΣΜΥ των μηνιαίων δαπανών σταθερών 
χορηγιών στο δικαιούμενο προσωπικό, καθώς και τον 
έγκαιρο καταλογισμό και εξαγορά τους."	Org
2003	32.0	"7. Προτείνει στη διοίκηση της σχολής κάθε μέτρο 
που είναι δυνατόν να συμβάλει στην εξοικονόμηση των 
διατιθέμενων πόρων και στην ορθή κατανομή τους, για 
τη μεγιστοποίηση του επιδιωκόμενου σκοπού."	Org
2004	32.0	"8. Κατά την ενάσκηση των καθηκόντων του, βοηθείται 
από 1 υπαξιωματικό (οιουδήποτε όπλ"	Org
2005	32.0	ου)	Irrelevant
2006	33.0	"Γενικά
1. Είναι οργανική μονάδα της σχολής υπό την διεύθυνση προσωπικού και διοικητικής μέριμνας διοικητικά 
και οικονομικά ανεξάρτητη."	Irrelevant
2007	33.0	"2. Η οργάνωσή του, το προσωπικό και τα μέσα που 
διαθέτει, καθορίζονται στον ισχύοντα πίνακα οργάνωσης και υλικού."	Org
2008	33.0	"3. Αποστολή του είναι, να υποστηρίζει τη σχολή από 
πλευράς διοικητικής μέριμνας και να παρέχει το απαιτούμενο προσωπικό, υλικά και μέσα."	Org
2009	34.0	"Διοικητής
1. Καθήκοντα διοικητή του λόχου διοικήσεως (Λ/Δ) 
ανατίθενται σε ανώτερο αξιωματικό (οιουδήποτε όπλ"	Org
2010	34.0	"ου), 
ο οποίος εκτελεί τα γενικά καθήκοντα του διοικητή 
μονάδας, όπως αυτά αναφέρονται στον Κανονισμό Εσωτερικής Υπηρεσίας Στρατευμάτων (ΣΚ20−2)."	RespA
2011	34.0	"2. Είναι άμεσος βοηθός του διευθυντή προσωπικού 
και διοικητικής μέριμνας στον τομέα της οικονομικής 
μέριμνας και λογιστικού της σχολής."	Org
2012	34.0	"3. Ευθύνεται έναντι του διευθυντή προσωπικού και 
διοικητικής μέριμνας για την εκτέλεση και έλεγχο όλων 
των θεμάτων διοικητικής μέριμνας της σχολής. Ειδικότερα δια των οργάνων του:"	Org
